time,beat_pulses,rate_analogue
1.108,0.022094568237662315,0
1.112,0.022091234839239787,0
1.116,0.022088533267378807,0
1.12,0.022086400538682938,0
1.124,0.02208445966243744,0
1.128,0.022082749754190445,0
1.132,0.022080840542912483,0
1.136,0.022078441455960274,0
1.14,0.022075355052947998,0
1.144,0.022072130859625047,0
1.148,0.022069087158888577,0
1.152,0.022066375240683556,0
1.156,0.022064048649841232,0
1.16,0.022062145173549652,0
1.164,0.022060882300138474,0
1.168,0.02206077054142952,0
1.172,0.02206176519393921,0
1.176,0.02206367254257202,0
1.18,0.022065918892621994,0
1.184,0.02206829935312271,0
1.188,0.022071046754717827,0
1.192,0.022074399515986443,0
1.196,0.02207835391163826,0
1.2,0.02208311619555078,0
1.204,0.022089211270213127,0
1.208,0.022096935659646988,0
1.212,0.022106030955910683,0
1.216,0.022116640582680702,0
1.22,0.022128574550151825,0
1.224,0.022141657769680023,0
1.228,0.02215547487139702,0
1.232,4.960769176483154,0
1.236,4.960838794708252,0
1.24,4.9609246253967285,0
1.244,4.961009502410889,0
1.248,4.961095809936523,0
1.252,4.961184024810791,0
1.256,4.96127462387085,0
1.26,4.961367130279541,0
1.264,4.961461544036865,0
1.268,4.961556911468506,0
1.272,4.96165132522583,0
1.276,4.961744785308838,0
1.28,4.961834105049691,0
1.284,4.961918354034424,0
1.288,4.961996078491211,0
1.292,4.962062661240741,0
1.296,4.962118625640869,0
1.3,4.962166786193848,0
1.304,4.962206840515137,0
1.308,4.9622416496276855,0
1.312,4.962271213531494,0
1.316,4.962295055389404,0
1.32,4.962310465370736,0
1.324,4.962318420410156,0
1.328,4.962319374084473,0
1.332,4.962310791015625,0
1.336,4.962294578552246,0
1.34,4.9622685269611635,0
1.344,4.962234419745368,0
1.348,4.962194442749023,0
1.352,4.962151527404785,0
1.356,4.962108135223389,0
1.36,4.962061882019043,0
1.364,4.962015628814697,0
1.368,4.961968898773193,0
1.372,4.961923599243164,0
1.376,4.961878776550293,0
1.38,4.961830139160156,0
1.384,4.961776256561279,0
1.388,4.961719512939453,0
1.392,4.961661338806152,0
1.396,4.961602210998535,0
1.4,4.961539268493652,0
1.404,4.961475849151611,0
1.408,4.961414813995361,0
1.412,4.9613566398620605,0
1.416,4.961300849914551,0
1.42,4.961246967315674,0
1.424,4.96119499206543,0
1.428,4.961144924163818,0
1.432,4.961094379425049,0
1.436,4.961043834686279,0
1.44,4.960989475250244,0
1.444,4.960935511240145,0
1.448,4.960883140563965,0
1.452,4.960833549499512,0
1.456,4.960786819458008,0
1.46,4.960744380950928,0
1.464,4.960705757141113,0
1.468,4.960671424865723,0
1.472,0.0221397764980793,0
1.476,0.022145042195916176,0
1.48,0.022139636799693108,0
1.484,0.022134000435471535,0
1.488,0.022127991542220116,0
1.492,0.022121623158454895,0
1.496,0.022115351632237434,0
1.5,0.022109356186375384,0
1.504,0.022103892639279366,0
1.508,0.022099142894148827,0
1.512,0.022094910964369774,0
1.516,0.022091094404459,0
1.52,0.022087818011641502,0
1.524,0.022084979340434074,0
1.528,0.02208252064883709,0
1.532,0.022080111567203593,0
1.536,0.022077489644289017,0
1.54,0.02207447588443756,0
1.544,0.0220712311565876,0
1.548,0.022067813202738762,0
1.552,0.02206435240805149,0
1.556,0.022061560302972794,0
1.56,0.022059138864278793,0
1.564,0.022057391703128815,0
1.568,0.022056791931390762,0
1.572,0.02205692231655121,0
1.576,0.022058013826608658,0
1.58,0.022059697657823563,0
1.584,0.02206186205148697,0
1.588,0.022064726799726486,0
1.592,0.022068193182349205,0
1.596,0.02207210287451744,0
1.6,0.022076724097132683,0
1.604,0.022082164883613586,0
1.608,0.022089026732052246,0
1.612,0.022097399458289146,0
1.616,0.02210715040564537,0
1.62,0.022118031978607178,0
1.624,0.022130079567432404,0
1.628,0.022142814472317696,0
1.632,0.022155696526169777,0
1.636,4.960760593414307,0
1.64,4.9608283042907715,0
1.644,4.960907459259033,0
1.648,4.960989800895133,0
1.652,4.961076259613037,0
1.656,4.9611663818359375,0
1.66,4.961258908535572,0
1.664,4.9613542556762695,0
1.668,4.961453437805176,0
1.672,4.961551189422607,0
1.676,4.961647987365723,0
1.68,4.961740493774414,0
1.684,4.961824417114258,0
1.688,4.961899757385254,0
1.692,4.961967468261719,0
1.696,4.962027072906494,0
1.7,4.962074570539521,0
1.704,4.962114334106445,0
1.708,4.962149143218994,0
1.712,4.962179660797119,0
1.716,4.962207794189453,0
1.72,4.962231159210205,0
1.724,4.962249279022217,0
1.728,4.9622578620910645,0
1.732,4.962258338928223,0
1.736,4.9622483253479,0
1.74,4.96222448348999,0
1.744,4.962189197540283,0
1.748,4.962147235870361,0
1.752,4.96210241317749,0
1.756,4.9620585441589355,0
1.76,4.962012767791748,0
1.764,4.96196985244751,0
1.768,4.96192741394043,0
1.772,4.961884021759033,0
1.776,4.961838722229004,0
1.78,4.961787700653076,0
1.784,4.961734294891357,0
1.788,4.961676120758057,0
1.792,4.961613329445443,0
1.796,4.961548328399658,0
1.8,4.961482524871826,0
1.804,4.961418628692627,0
1.808,4.96135950088501,0
1.812,4.961305618286133,0
1.816,4.961254596710205,0
1.82,4.961203575134277,0
1.824,4.96115255355835,0
1.828,4.961103439331055,0
1.832,4.96105432510376,0
1.836,4.961005687713623,0
1.84,4.960957050323486,0
1.844,4.960906505584717,0
1.848,4.960855484008789,0
1.852,4.960804462432861,0
1.856,4.960754871368408,0
1.86,4.960707664489746,0
1.864,0.022148726508021355,0
1.868,0.02214762568473816,0
1.872,0.022141529247164726,0
1.876,0.02213592827320099,0
1.88,0.022130293771624565,0
1.884,0.022124823182821274,0
1.888,0.02211945317685604,0
1.892,0.02211395651102066,0
1.896,0.022108403965830803,0
1.9,0.022102855145931244,0
1.904,0.022097932174801826,0
1.908,0.022093938663601875,0
1.912,0.02209080569446087,0
1.916,0.022088509052991867,0
1.92,0.022086549550294876,0
1.924,0.022084718570113182,0
1.928,0.022083042189478874,0
1.932,0.022081172093749046,0
1.936,0.022079383954405785,0
1.94,0.022077497094869614,0
1.944,0.022075550630688667,0
1.948,0.02207385003566742,0
1.952,0.022072048857808113,0
1.956,0.022070474922657013,0
1.96,0.022069381549954414,0
1.964,0.02206886187195778,0
1.968,0.022069223952002642,0
1.972,0.02207030914723873,0
1.976,0.022071877494454384,0
1.98,0.022073781117796898,0
1.984,0.022075889632105827,0
1.988,0.022078251466155052,0
1.992,0.022080840542912483,0
1.996,0.022084368392825127,0
2.0,0.02208908274769783,0
2.004,0.022095264866948128,0
2.008,0.0221030842512846,0
2.012,0.022112112492322922,0
2.016,0.022122695814909003,0
2.02,0.02213471755385399,0
2.024,0.022147923707962036,0
2.028,4.960702419281006,0
2.032,4.960796356201172,0
2.036,4.960886001586914,0
2.04,4.960974216461182,0
2.044,4.961063861846924,0
2.048,4.961154460906982,0
2.052,4.961246967315674,0
2.056,4.961341857910156,0
2.06,4.9614386558532715,0
2.064,4.9615397453308105,0
2.068,4.961644649505615,0
2.072,4.961749076843262,0
2.076,4.961853981018066,0
2.08,4.96195125579834,0
2.084,4.962040901184082,0
2.088,4.962122917175293,0
2.092,4.962192058563232,0
2.096,4.962249279022217,0
2.1,4.962294101715088,0
2.104,4.962330341339111,0
2.108,4.962360858917236,0
2.112,4.962386608123779,0
2.116,4.962405681610107,0
2.12,4.9624152183532715,0
2.124,4.962419033050537,0
2.128,4.962417125701904,0
2.132,4.962401866912842,0
2.136,4.962374210357666,0
2.14,4.962334156036377,0
2.144,4.962286949157715,0
2.148,4.9622368812561035,0
2.152,4.962182998657227,0
2.156,4.962129592895508,0
2.16,4.962077617645264,0
2.164,4.9620256423950195,0
2.168,4.961976528167725,0
2.172,4.961925506591797,0
2.176,4.961873531341553,0
2.18,4.961820125579834,0
2.184,4.961762428283691,0
2.188,4.961700916290283,0
2.192,4.961636066436768,0
2.196,4.961568355560303,0
2.2,4.96150016784668,0
2.204,4.961432456970215,0
2.208,4.961367607116699,0
2.212,4.961305141448975,0
2.216,4.961246967315674,0
2.22,4.961190223693848,0
2.224,4.961134910583496,0
2.228,4.961081682249557,0
2.232,4.961028099060059,0
2.236,4.960973739624023,0
2.24,4.9609174728393555,0
2.244,4.960862159729004,0
2.248,4.960808753967285,0
2.252,4.960755825042725,0
2.256,4.96070671081543,0
2.26,0.022154629230499268,0
2.264,0.022147301584482193,0
2.268,0.02214137837290764,0
2.272,0.022136308252811432,0
2.276,0.022131899371743202,0
2.28,0.0221278905959391,0
2.284,0.02212422527372837,0
2.288,0.022120723500847816,0
2.292,0.022116769105196,0
2.296,0.022112881764769554,0
2.3,0.022109050303697586,0
2.304,0.022105516865849495,0
2.308,0.022102678194642067,0
2.312,0.022100262343883514,0
2.316,0.022098420187830925,0
2.32,0.0220970306545496,0
2.324,0.022095562890172005,0
2.328,0.02209380641579628,0
2.332,0.022091759368777275,0
2.336,0.022089209407567978,0
2.34,0.022086061537265778,0
2.344,0.022082481533288956,0
2.348,0.02207894777742828,0
2.352,0.02207566611468792,0
2.356,0.022072749212384224,0
2.36,0.02207048609852791,0
2.364,0.02206924743950367,0
2.368,0.022068997845053673,0
2.372,0.022069649770855904,0
2.376,0.02207077667117119,0
2.38,0.022072459412057224,0
2.384,0.022074732929468155,0
2.388,0.022077467292547226,0
2.392,0.022080274298787117,0
2.396,0.022083353251218796,0
2.4,0.022086838260293007,0
2.404,0.02209135890007019,0
2.408,0.022097188979387283,0
2.412,0.022104596719145775,0
2.416,0.022113537415862083,0
2.42,0.0221240505485273,0
2.424,0.022135911509394646,0
2.428,0.022148847579956055,0
2.432,4.960698127746582,0
2.436,4.960792064666748,0
2.44,4.960875034332275,0
2.444,4.960958317534565,0
2.448,4.961042881011963,0
2.452,4.961130142211914,0
2.456,4.961221517518509,0
2.46,4.961316108703613,0
2.464,4.9614152908325195,0
2.468,4.961516380310059,0
2.472,4.961616516113281,0
2.476,4.961717128753662,0
2.48,4.961813449859619,0
2.484,4.961903095245361,0
2.488,4.961983680725098,0
2.492,4.96205472946167,0
2.496,4.962115287780762,0
2.5,4.962166786193848,0
2.504,4.962209701538086,0
2.508,4.962246452889791,0
2.512,4.962279796600342,0
2.516,4.96230936050415,0
2.52,4.9623332023620605,0
2.524,4.962346228157601,0
2.528,4.962348937988281,0
2.532,4.962340099055592,0
2.536,4.962320327758789,0
2.54,4.962287703225779,0
2.544,4.962245112971256,0
2.548,4.962193965911865,0
2.552,4.9621381759643555,0
2.556,4.96208381652832,0
2.56,4.962028503417969,0
2.564,4.961974143981934,0
2.568,4.961923122406006,0
2.572,4.961872100830078,0
2.576,4.961822312052657,0
2.58,4.9617719650268555,0
2.584,4.961717128753662,0
2.588,4.961658000946045,0
2.592,4.9615960121154785,0
2.596,4.961533674379674,0
2.6,4.961471676826477,0
2.604,4.961410999298096,0
2.608,4.961350917816162,0
2.612,4.961293697357178,0
2.616,4.961239814758301,0
2.62,4.961187362670898,0
2.624,4.961136817932129,0
2.628,4.961090087890625,0
2.632,4.961043834686279,0
2.636,4.960996150970459,0
2.64,4.9609456062316895,0
2.644,4.960893630981445,0
2.648,4.960842132568359,0
2.652,4.960793495178223,0
2.656,4.960747718811035,0
2.66,4.9607062339782715,0
2.664,4.960666790186802,0
2.668,0.022149473428726196,0
2.672,0.022146569564938545,0
2.676,0.02214314602315426,0
2.68,0.02213967591524124,0
2.684,0.022136207669973373,0
2.688,0.022132346406579018,0
2.692,0.02212798409163952,0
2.696,0.02212340757250786,0
2.7,0.02211894653737545,0
2.704,0.02211453951895237,0
2.708,0.022110527381300926,0
2.712,0.022107163444161415,0
2.716,0.02210436947643757,0
2.72,0.02210175432264805,0
2.724,0.022099224850535393,0
2.728,0.022096948698163033,0
2.732,0.02209422178566456,0
2.736,0.022091032937169075,0
2.74,0.02208770252764225,0
2.744,0.02208419221385223,0
2.748,0.022080767899751663,0
2.752,0.022077705711126328,0
2.756,0.022074898704886436,0
2.76,0.022072456777095795,0
2.764,0.022071009501814842,0
2.768,0.022070396691560745,0
2.772,0.022070592269301414,0
2.776,0.022071711719036102,0
2.78,0.022073034197092056,0
2.784,0.022074712440371513,0
2.788,0.02207697555422783,0
2.792,0.02207951992750168,0
2.796,0.022082842886447906,0
2.8,0.02208724245429039,0
2.804,0.022092689419301544,0
2.808,0.022099435329437256,0
2.812,0.022107847034931183,0
2.816,0.02211788110435009,0
2.82,0.022129198536276817,0
2.824,0.02214163728058338,0
2.828,0.022155126556754112,0
2.832,4.960740089416504,0
2.836,4.96083402633667,0
2.84,4.960915565490723,0
2.844,4.96099853515625,0
2.848,4.961086750030518,0
2.852,4.961178302764893,0
2.856,4.961273193359375,0
2.86,4.961371898651123,0
2.864,4.961475849151611,0
2.868,4.961582660675049,0
2.872,4.961688995361328,0
2.876,4.96179553939075,0
2.88,4.961897850036621,0
2.884,4.96199369430542,0
2.888,4.962082386016846,0
2.892,4.962158749743206,0
2.896,4.962224340438842,0
2.9,4.962282204627991,0
2.904,4.962335586547852,0
2.908,4.962385177612305,0
2.912,4.962428092956543,0
2.916,4.962465286254883,0
2.92,4.962490081787109,0
2.924,4.962502956390381,0
2.928,4.9625043869018555,0
2.932,4.962491989135742,0
2.936,4.962466716766357,0
2.94,4.96242618560791,0
2.944,4.962373733520508,0
2.948,4.962316036224365,0
2.952,4.962255477905273,0
2.956,4.962193965911865,0
2.96,4.962132930755615,0
2.964,4.962072849273682,0
2.968,4.962016582489014,0
2.972,4.961958885192871,0
2.976,4.9618988037109375,0
2.98,4.96183443069458,0
2.984,4.961770057678223,0
2.988,4.961706638336182,0
2.992,4.961642742156982,0
2.996,4.961578845977783,0
3.0,4.961513519287109,0
3.004,4.9614493207233705,0
3.008,4.9613871574401855,0
3.012,4.96132755279541,0
3.016,4.9612717628479,0
3.02,4.961217880249023,0
3.024,4.9611663818359375,0
3.028,4.96111536026001,0
3.032,4.961063861846924,0
3.036,4.961012363433838,0
3.04,4.960960388183594,0
3.044,4.960908889770508,0
3.048,4.9608588218688965,0
3.052,4.960809230804443,0
3.056,4.960763931274414,0
3.06,4.960721969604492,0
3.064,4.960685183362263,0
3.068,0.022145990282297134,0
3.072,0.022147126495838165,0
3.076,0.02214265987277031,0
3.08,0.022138366475701332,0
3.084,0.02213379740715027,0
3.088,0.022129278630018234,0
3.092,0.022124681621789932,0
3.096,0.022120052948594093,0
3.1,0.02211512066423893,0
3.104,0.022110370464804695,0
3.108,0.022106057032942772,0
3.112,0.02210232987999916,0
3.116,0.022099116817116737,0
3.12,0.02209627628326416,0
3.124,0.022093970328569412,0
3.128,0.022091716527938843,0
3.132,0.022089168429374695,0
3.136,0.022086383774876595,0
3.14,0.02208319865167141,0
3.144,0.02207993157207966,0
3.148,0.022076599299907684,0
3.152,0.022073375061154366,0
3.156,0.022070836275815964,0
3.16,0.0220690555870533,0
3.164,0.02206830121576786,0
3.168,0.022068483754992485,0
3.172,0.022069470956921577,0
3.176,0.022070923820137978,0
3.18,0.02207249402999878,0
3.184,0.022074267268180847,0
3.188,0.022076332941651344,0
3.192,0.022078929468989372,0
3.196,0.0220820140093565,0
3.2,0.022085819393396378,0
3.204,0.02209058776497841,0
3.208,0.022096894681453705,0
3.212,0.02210480347275734,0
3.216,0.022114479914307594,0
3.22,0.022125311195850372,0
3.224,0.022136997431516647,0
3.228,0.02214965596795082,0
3.232,4.96073055267334,0
3.236,4.960794925689697,0
3.24,4.96087646484375,0
3.244,4.960958480834961,0
3.248,4.961042404174805,0
3.252,4.961129188537598,0
3.256,4.9612202644348145,0
3.26,4.96131706237793,0
3.264,4.961418151855469,0
3.268,4.961523718950225,0
3.272,4.9616312980651855,0
3.276,4.9617390632629395,0
3.28,4.961842060089111,0
3.284,4.961939811706543,0
3.288,4.962026805412479,0
3.292,4.962103366851807,0
3.296,4.962167739868164,0
3.3,4.962219715118408,0
3.304,4.962264060974121,0
3.308,4.9623003005981445,0
3.312,4.962329864501953,0
3.316,4.962355613708496,0
3.32,4.962377013229743,0
3.324,4.962393760681152,0
3.328,4.962403774261475,0
3.332,4.962403367205364,0
3.336,4.962390899658203,0
3.34,4.96236515045166,0
3.344,4.962329864501953,0
3.348,4.962288856506348,0
3.352,4.962243556976318,0
3.356,4.962194919586182,0
3.36,4.962143421173096,0
3.364,4.962091445922852,0
3.368,4.96204137802124,0
3.372,4.961991310119629,0
3.376,4.961939811706543,0
3.38,4.961886801370761,0
3.384,4.961831068992614,0
3.388,4.961771011352539,0
3.392,4.961706638336182,0
3.396,4.961639404296875,0
3.4,4.9615702629089355,0
3.404,4.961501121520996,0
3.408,4.961435317993164,0
3.412,4.9613728523254395,0
3.416,4.9613142013549805,0
3.42,4.961257457733154,0
3.424,4.961202621459961,0
3.428,4.9611496925354,0
3.432,4.961095809936523,0
3.436,4.9610395431518555,0
3.44,4.960982322692871,0
3.444,4.960925579071045,0
3.448,4.9608683586120605,0
3.452,4.960811138153076,0
3.456,4.96075963973999,0
3.46,4.9607133865356445,0
3.464,4.960671078750278,0
3.468,0.022150516510009766,0
3.472,0.02214372158050537,0
3.476,0.02213829569518566,0
3.48,0.022132912650704384,0
3.484,0.02212785743176937,0
3.488,0.022123072296380997,0
3.492,0.02211797423660755,0
3.496,0.02211274392902851,0
3.5,0.02210751548409462,0
3.504,0.022102666167933264,0
3.508,0.022098272831903566,0
3.512,0.022094352170825005,0
3.516,0.022091025486588478,0
3.52,0.022088414058089256,0
3.524,0.022086260840296745,0
3.528,0.022084025666117668,0
3.532,0.022081568837165833,0
3.536,0.02207913483552476,0
3.54,0.02207653596997261,0
3.544,0.022073527798056602,0
3.548,0.02207024209201336,0
3.552,0.022066837176680565,0
3.556,0.022063707160513576,0
3.56,0.022061147168278693,0
3.564,0.022059306502342224,0
3.568,0.02205829881131649,0
3.572,0.022057991474866867,0
3.576,0.022058453410863876,0
3.58,0.022059349343180656,0
3.584,0.022060579234143583,0
3.588,0.022062260657548904,0
3.592,0.02206462062895298,0
3.596,0.02206815406680107,0
3.6,0.022072747349739075,0
3.604,0.022078434005379677,0
3.608,0.02208569459617138,0
3.612,0.02209467627108097,0
3.616,0.02210507169365883,0
3.62,0.022116926475995925,0
3.624,0.022129962220788002,0
3.628,0.02214382402598858,0
3.632,0.02215828374028206,0
3.636,4.960781097412109,0
3.64,4.960864067077637,0
3.644,4.9609551429748535,0
3.648,4.961048126220703,0
3.652,4.961142539978027,0
3.656,4.961241245269775,0
3.66,4.961343765258789,0
3.664,4.961450099945068,0
3.668,4.961558818817139,0
3.672,4.961669445037842,0
3.676,4.96177864074707,0
3.68,4.961884021759033,0
3.684,4.961984157562256,0
3.688,4.962076663970947,0
3.692,4.962161540985107,0
3.696,4.962239742279053,0
3.7,4.962307929992676,0
3.704,4.962368965148926,0
3.708,4.96242094039917,0
3.712,4.962465286254883,0
3.716,4.962506294250488,0
3.72,4.962539196014404,0
3.724,4.962563514709473,0
3.728,4.962578296661377,0
3.732,4.96258020401001,0
3.736,4.9625654220581055,0
3.74,4.962535858154297,0
3.744,4.962493896484375,0
3.748,4.962445259094238,0
3.752,4.962393760681152,0
3.756,4.962339878082275,0
3.76,4.962286472320557,0
3.764,4.962234020233154,0
3.768,4.962182521820068,0
3.772,4.962126731872559,0
3.776,4.962067127227783,0
3.78,4.9620041847229,0
3.784,4.961937427520752,0
3.788,4.961865425109863,0
3.792,4.961788654327393,0
3.796,4.961711406707764,0
3.8,4.961634159088135,0
3.804,4.961559295654297,0
3.808,4.961488723754883,0
3.812,4.961421012878418,0
3.816,4.961357593536377,0
3.82,4.961296558380127,0
3.824,4.961236953735352,0
3.828,4.961180210113525,0
3.832,4.961123466491699,0
3.836,4.961066246032715,0
3.84,4.961006164550781,0
3.844,4.9609456062316895,0
3.848,4.960886478424072,0
3.852,4.960828907636377,0
3.856,4.960776180619818,0
3.86,4.960728645324707,0
