0.000000E+00	1.901711E+00
1.200000E-02	1.917785E+00
2.400000E-02	1.934475E+00
3.600000E-02	1.955101E+00
4.800000E-02	1.934078E+00
6.000000E-02	1.936954E+00
7.200000E-02	1.980340E+00
8.400000E-02	1.957317E+00
9.600000E-02	1.963465E+00
1.080000E-01	1.938718E+00
1.200000E-01	1.921815E+00
1.320000E-01	1.967962E+00
1.440000E-01	1.971264E+00
1.560000E-01	1.989841E+00
1.680000E-01	1.993905E+00
1.800000E-01	1.969590E+00
1.920000E-01	1.984098E+00
2.040000E-01	1.962568E+00
2.160000E-01	1.969442E+00
2.280000E-01	1.943324E+00
2.400000E-01	1.925135E+00
2.520000E-01	1.954001E+00
2.640000E-01	1.901165E+00
2.760000E-01	1.949272E+00
2.880000E-01	1.922020E+00
3.000000E-01	1.937885E+00
3.120000E-01	1.942509E+00
3.240000E-01	1.930502E+00
3.360000E-01	1.960345E+00
3.480000E-01	1.936705E+00
3.600000E-01	1.919193E+00
3.720000E-01	1.945037E+00
3.840000E-01	1.894796E+00
3.960000E-01	1.903139E+00
4.080000E-01	1.888611E+00
4.200000E-01	1.903678E+00
4.320000E-01	1.909561E+00
4.440000E-01	1.900495E+00
4.560000E-01	1.959370E+00
4.680000E-01	1.932250E+00
4.800000E-01	1.941849E+00
4.920000E-01	1.974741E+00
5.040000E-01	1.945149E+00
5.160000E-01	1.925551E+00
5.280000E-01	1.917217E+00
5.400000E-01	1.882929E+00
5.520000E-01	1.889460E+00
5.640000E-01	1.896683E+00
5.760000E-01	1.892499E+00
5.880000E-01	1.870112E+00
6.000000E-01	1.908045E+00
6.120000E-01	1.924237E+00
6.240000E-01	1.916759E+00
6.360000E-01	1.943537E+00
6.480000E-01	1.916933E+00
6.600000E-01	1.908043E+00
6.720000E-01	1.932578E+00
6.840000E-01	1.900780E+00
6.960000E-01	1.899025E+00
7.080000E-01	1.836350E+00
7.200000E-01	1.879223E+00
7.320000E-01	1.892689E+00
7.440000E-01	1.861918E+00
7.560000E-01	1.892171E+00
7.680000E-01	1.893339E+00
7.800000E-01	1.911631E+00
7.920000E-01	1.926403E+00
8.040000E-01	1.894420E+00
8.160000E-01	1.895372E+00
8.280000E-01	1.896777E+00
8.400000E-01	1.853372E+00
8.520000E-01	1.889485E+00
8.640000E-01	1.834247E+00
8.760000E-01	1.873182E+00
8.880000E-01	1.868450E+00
9.000000E-01	1.886867E+00
9.120000E-01	1.909914E+00
9.240000E-01	1.870368E+00
9.360000E-01	1.902703E+00
9.480000E-01	1.878301E+00
9.600000E-01	1.878313E+00
9.720000E-01	1.883468E+00
9.840000E-01	1.850947E+00
9.960000E-01	1.817270E+00
1.008000E+00	1.801261E+00
1.020000E+00	1.829298E+00
1.032000E+00	1.860076E+00
1.044000E+00	1.838805E+00
1.056000E+00	1.864467E+00
1.068000E+00	1.859979E+00
1.080000E+00	1.888341E+00
1.092000E+00	1.910525E+00
1.104000E+00	1.874549E+00
1.116000E+00	1.877695E+00
1.128000E+00	1.862212E+00
1.140000E+00	1.878399E+00
1.152000E+00	1.870441E+00
1.164000E+00	1.841693E+00
1.176000E+00	1.896597E+00
1.188000E+00	1.868104E+00
