0	,	1.90328449381183
0.012	,	1.93987312499876
0.024	,	1.94741524187406
0.036	,	1.93432621223406
0.048	,	1.94891222507568
0.06	,	1.96455318542936
0.072	,	1.98517740541343
0.084	,	1.95659505770002
0.096	,	1.92724433594436
0.108	,	1.92336096428989
0.12	,	1.94823581182655
0.132	,	1.95779193398076
0.144	,	1.94029920267746
0.156	,	2.00121673843811
0.168	,	1.97380810429245
0.18	,	2.01362554538116
0.192	,	2.03560475844275
0.204	,	1.97814033585325
0.216	,	1.99680258635379
0.228	,	1.93567932508033
0.24	,	1.93388207918617
0.252	,	1.96327902628425
0.264	,	1.92591407630065
0.276	,	1.91877536614881
0.288	,	1.91082597227371
0.3	,	1.9561082481702
0.312	,	1.97581605216884
0.324	,	1.93593669282766
0.336	,	1.9818866592119
0.348	,	1.9321752592569
0.36	,	1.92221066094301
0.372	,	1.95086193888718
0.384	,	1.89012352282383
0.396	,	1.91785166977564
0.408	,	1.87294611111891
0.42	,	1.88346606361269
0.432	,	1.91889306796162
0.444	,	1.89997785653403
0.456	,	1.91528603104416
0.468	,	1.92863956538652
0.48	,	1.9661169303053
0.492	,	1.98261763198901
0.504	,	1.92750789681131
0.516	,	1.91323509463317
0.528	,	1.92046187566516
0.54	,	1.88219009693512
0.552	,	1.87826862326979
0.564	,	1.8672329906651
0.576	,	1.87814336333035
0.588	,	1.86848888162823
0.6	,	1.8830553384753
0.612	,	1.91892253433636
0.624	,	1.93645970869366
0.636	,	1.93827719327072
0.648	,	1.91722962831034
0.66	,	1.92968780922945
0.672	,	1.92704538725903
0.684	,	1.88323067195181
0.696	,	1.86922145933623
0.708	,	1.85182279111149
0.72	,	1.88537171023833
0.732	,	1.88977532978862
0.744	,	1.87588714250727
0.756	,	1.91398507556105
0.768	,	1.91288713169515
0.78	,	1.89963166833271
0.792	,	1.941673195262
0.804	,	1.90888900775496
0.816	,	1.89230505600065
0.828	,	1.89472052480274
0.84	,	1.87836452219941
0.852	,	1.8958884368691
0.864	,	1.84458900904388
0.876	,	1.86610085701011
0.888	,	1.84045677248688
0.9	,	1.85555489763418
0.912	,	1.91928238132584
0.924	,	1.87784864158508
0.936	,	1.9201252446773
0.948	,	1.86538912772189
0.96	,	1.87143568366409
0.972	,	1.88128584813871
0.984	,	1.84465936607858
0.996	,	1.81368281643946
1.008	,	1.81791567495479
1.02	,	1.7902235192751
1.032	,	1.81325365328598
1.044	,	1.84249230175732
1.056	,	1.83155471552662
1.068	,	1.85465686829366
1.08	,	1.84688456428776
1.092	,	1.90810750628681
1.104	,	1.88828141383126
1.116	,	1.85037846129963
1.128	,	1.86578606205209
1.14	,	1.85516199871379
1.152	,	1.89319268578892
1.164	,	1.87687208855243
1.176	,	1.86510174417702
1.188	,	1.87952001945791
1.2	,	1.90940987723368
1.212	,	1.93422084753023
1.224	,	1.95870151646618
1.236	,	1.99307628001688
1.248	,	1.94665366887786
1.26	,	1.9572433615159
1.272	,	2.00041752937947
1.284	,	1.97733007719828
1.296	,	1.98972682069038
1.308	,	1.94083685768091
1.32	,	1.94328747361475
1.332	,	1.97120116905775
1.344	,	1.99355616404426
1.356	,	2.0118099128253
1.368	,	1.98115064231871
1.38	,	1.99528641123899
1.392	,	2.03153251720212
1.404	,	2.00462467639581
1.416	,	2.00886426665554
1.428	,	1.93871048873428
1.44	,	1.95387610992976
1.452	,	1.93775432717971
1.464	,	1.95661154283641
1.476	,	1.92511119533641
1.488	,	1.93738890432103
1.5	,	1.98341291168688
1.512	,	1.99573968559362
1.524	,	1.99272702749395
1.536	,	1.98260127639285
1.548	,	1.93639201756468
1.56	,	1.97313277704442
1.572	,	1.94463719832012
1.584	,	1.9149173648393
1.596	,	1.91563366184921
1.608	,	1.90359170675875
1.62	,	1.9338161290301
1.632	,	1.94157165270297
1.644	,	1.93680589997728
1.656	,	1.97183170576499
1.668	,	1.95855531846393
1.68	,	1.96478653409841
1.692	,	1.99508340188405
1.704	,	1.95093224096057
1.716	,	1.94545074527027
1.728	,	1.92299467315848
1.74	,	1.90697235227921
1.752	,	1.91750511954566
1.764	,	1.87227492327981
1.776	,	1.9107888270945
1.788	,	1.91993749726871
1.8	,	1.92806196988849
1.812	,	1.95393594816303
1.824	,	1.93980588184715
1.836	,	1.97124046266369
1.848	,	1.94256994945874
1.86	,	1.92392738006619
1.872	,	1.94935849514704
1.884	,	1.87443774053431
1.896	,	1.87035016004005
1.908	,	1.87668603295109
1.92	,	1.90304980403009
1.932	,	1.90468089873532
1.944	,	1.89739046093322
1.956	,	1.92352926261441
1.968	,	1.92434381904977
1.98	,	1.9182861478345
1.992	,	1.94456155258908
2.004	,	1.89899311573796
2.016	,	1.8992381708288
2.028	,	1.88907491403975
2.04	,	1.90603505593572
2.052	,	1.87651019825562
2.064	,	1.87528102406623
2.076	,	1.87171999883655
2.088	,	1.88641850792243
2.1	,	1.89330277304289
2.112	,	1.9308914273668
2.124	,	1.90223835555469
2.136	,	1.89223581376825
2.148	,	1.87596953644926
2.16	,	1.85509309236326
2.172	,	1.89574343796143
2.184	,	1.81725293914043
2.196	,	1.85178582034886
2.208	,	1.80345130178525
2.22	,	1.82581084444154
2.232	,	1.84585208485404
2.244	,	1.81373324966893
2.256	,	1.88120094342048
2.268	,	1.88377566232021
2.28	,	1.85944675506816
2.292	,	1.88739641400858
2.304	,	1.85594030318459
2.316	,	1.8724759781417
2.328	,	1.851664739646
2.34	,	1.86795981344476
2.352	,	1.87525101359488
2.364	,	1.86965309034569
2.376	,	1.89484226533747
2.388	,	1.91190704976835
2.4	,	1.91519055701763
2.412	,	1.95049653938428
2.424	,	1.97396052847078
2.436	,	1.98493982851496
2.448	,	1.97406516614868
2.46	,	1.97928998155635
2.472	,	2.01099011912696
2.484	,	1.95441857471607
2.496	,	1.94672352158056
2.508	,	1.95649717832206
2.52	,	1.96107242996668
2.532	,	2.01277008364844
2.544	,	1.98698149569169
2.556	,	1.99828700796483
2.568	,	2.02838350587264
2.58	,	2.02751078389996
2.592	,	2.01424054066545
2.604	,	1.9842947542188
2.616	,	1.98487022523358
2.628	,	1.95924589331208
2.64	,	1.98950936163374
2.652	,	1.97786447797036
2.664	,	1.92748742862903
2.676	,	1.96021460857729
2.688	,	1.92133876139496
2.7	,	1.96175804566898
2.712	,	2.01286326459585
2.724	,	1.95567843235182
2.736	,	1.98512565807516
2.748	,	1.96597473608233
2.76	,	1.96625108523566
2.772	,	1.97611860587641
2.784	,	1.94998340551352
2.796	,	1.91346425416042
2.808	,	1.89533391960774
2.82	,	1.94797467234902
2.832	,	1.91800595364699
2.844	,	1.95683645623283
2.856	,	1.95416560144749
2.868	,	1.92993149063071
2.88	,	1.94579999276656
2.892	,	1.96977009719031
2.904	,	1.94926316678128
2.916	,	1.9821538580259
2.928	,	1.91218966607335
2.94	,	1.92832815019429
2.952	,	1.90044673436951
2.964	,	1.87426363896391
2.976	,	1.92812079208128
2.988	,	1.87999419061142
3	,	1.92729543556937
3.012	,	1.93666776028263
3.024	,	1.93860374579762
3.036	,	1.95469224415075
3.048	,	1.95487019941695
3.06	,	1.92161820292779
3.072	,	1.93633793507019
3.084	,	1.8692703728577
3.096	,	1.87839361489621
3.108	,	1.88214628281021
3.12	,	1.88227493867632
3.132	,	1.90416303512289
